"","price","retail_price","units_sold","uses_ad_boosts","rating","rating_count","rating_five_count","rating_four_count","rating_three_count","rating_two_count","rating_one_count","badges_count","badge_local_product","badge_product_quality","badge_fast_shipping","tags","product_color","product_variation_inventory","shipping_is_express","countries_shipped_to","inventory_total","merchant_rating","product_variation_size_id","origin_country"
"1215",12,11,1000,0,3.59,181,69,42,27,13,30,0,0,0,0,"Summer,trousers,Sleeve,Simple,Loose,short sleeves,Round neck,Women's Fashion,Shorts,summerjumpsuit,solid color,Women,Wool,women Jumpsuit,Casual,jumpsuit","black",50,0,54,50,3.81965881397238,"S","CN"
"1220",11,10,1000,1,4.1,413,238,75,43,19,38,1,1,0,0,"pajamaset,Fashion,sexy pajamas for womens,silksleepwearforwomen,silksleepwear,pajamassuit,Casual,Women's Fashion,Summer,Sleepwear,pajamasforwomen,silksleepwearnightgown,silk,pajamassleepwear,women's pajamas,Women","red",50,0,29,50,4.38020310233233,"XS","CN"
"1221",5,5,100,0,3.75,20,9,3,3,4,1,0,0,0,0,"suspenders,Summer,Fashion,Lace,button,slim,Women's Fashion,sexy lace,sexy,solid color,sleeveless,Tops,Shirt","pink",50,0,50,50,3.85849983622666,"S","CN"
"1222",7,6,1000,0,3.19,245,77,44,39,19,66,0,0,0,0,"Summer,strappytop,Plus Size,Lace,Shirt,Plus size top,tank top,Women's Fashion,Fashion,sleeveless tops,Casual T-Shirt,Spaghetti,summer tops,Women,lace trim,spaghetti strap top,Tank,Necks,Tops,Casual,Cami Tank Tops,sleeveless,deep v neck top,Loose tank tops","army green",50,0,43,50,4.01295364522,"M","CN"
"1224",5.65,10,100,1,2.86,7,1,1,2,2,1,0,0,0,0,"Summer,Fashion,Necks,Skirts,Dress,Loose,Women's Fashion,Round neck,beach dress,sleeveless,Beach,Casual,Women","black",1,0,41,50,3.89967327625056,"2XS","CN"
"1226",8,85,100,0,4.11,19,12,0,5,1,1,0,0,0,0,"summer bikini,women swimsuit,brasbraset,sexy bikini,Swimsuit,floral bikini,Swimwear,Bikini,beach dress,Fashion,pushupswimsuittop,Flowers,women bathing suit,beachwear for women,Nylon,Swimming","blue",10,0,42,50,4.23192853246045,"M","CN"
"1228",11,10,100,0,3.96,115,59,21,15,11,9,0,0,0,0,"Summer,Dresses,Dress,Pleated,summer dress,V-neck,Casual,Pocket,Women's Fashion,Sleeveless dress,slingdres,women dress,Floral,sleeveless,loose dress,casual dress","white & green",50,0,14,50,3.87091787439614,"S","CN"
"1230",3.68,4,100,0,3.71,42,18,7,9,3,5,0,0,0,0,"Summer,Fashion,Mini,Tops,Polkas,V-neck,Casual,black,polka dot,sleeveless,backless,Dress,Women Fashion","navy",1,0,38,50,3.78960148550207,"XS","CN"
"1231",18,76,100,0,3.56,120,47,24,19,9,21,0,0,0,0,"Sleeveless dress,women's plus size fashion,Waist,plus size dress,Dress,waistcollection,V Neckdress,boho,V-neck,Women's Fashion,Party Dress,summer dress,maxi dress,Print,bohemian dress,Fashion,sleeveless,Women","green",9,0,41,38,4.27430167597765,"XL","CN"
"1232",5,22,1000,0,3.32,395,146,64,53,36,96,0,0,0,0,"sleeveless,Plus Size,Summer,long dress,Evening Dress,Dress,summer dress,Women's Fashion,maxi dress,beach dress,Fashion,V-neck,party,women dress,Ladies,Party Dresses,Robes,Beach,Casual,Women","pink",50,0,39,50,3.58283013914413,"S","CN"
"1233",7,14,100,0,4.24,50,29,12,4,2,3,0,0,0,0,"blouse,Summer,Plus Size,Tops & Blouses,Sexy Top,Tank,Tops,Cross,tank top,Women's Fashion,Fashion,strappy,solid color,sleeveless,women top,tops for women,Women","red",50,0,43,50,4.14396551724138,"L","CN"
"1235",16,14,50,0,3.72,18,8,5,0,2,3,0,0,0,0,"Summer,croptopandshortsset,Fashion,letterprintedshirt,women crop top,Sleeve,Shorts,Tops,juicewrldshirt,casualshortswomen,short sleeves,Beach Shorts Women,Elastic,printed,casualtwopiece,juicewrld,summershortswomen,Beach,Casual,summercroptop","offblack",2,0,37,2,4.32298474945534,"2XL","CN"
"1239",3,14,100,0,3.9,51,25,11,6,3,6,0,0,0,0,"Women Vest,Vest,topsamptshirt,Shirt,one-shoulder,Tops,Slim Fit,Women's Fashion,slim,Women Clothing,Summer,Women,Casual T-Shirt,Summer Fashion,sleeveless,Sport,Fashion,Casual,Sports Wear,vestforwoman","grey",50,0,41,50,4.11005854177754,"S","CN"
"1240",2.89,7,50,0,5,1,1,0,0,0,0,0,0,0,0,"Mini,womens dresses,Summer,Patchwork,Dress,Mini dress,Women's Fashion,Women S Clothing,backless,party,summer dresses,sleeveless,sexy,Casual","green",1,0,37,50,3.73333333333333,"2XS","CN"
"1241",2,6,1000,0,3.32,121,41,23,19,10,28,0,0,0,0,"Summer,Shorts,high waist shorts,high waist,Casual pants,pants,summer shorts,Waist,Slim Fit,Short pants,Women's Fashion,Plus Size,Lace Up,Women,Fashion,Casual,Lace","red",1,0,36,50,4.11970534069982,"XS","CN"
"1242",9,65,1000,1,3.7,162,70,32,26,10,24,0,0,0,0,"runningshort,Beach Shorts,beachpant,Bottom,sailboatshort,Shorts,Sport,beach swimwear,Men's Fashion,Puma,Summer,Men Shorts,men's shorts,surfshort,Beach,Men","red",50,0,36,50,3.96471983397569,"M","CN"
"1243",9,9,100,1,5,0,0,0,0,0,0,0,0,0,0,"Summer,woman fashion,printeddres,suspenderdres,Dress,Slim Fit,beach wear,Women's Fashion,Sleeveless dress,women dress,Print,sleeveless,Casual,strapless","white",50,0,44,50,4.20372535645848,"S","CN"
"1245",9,9,1000,0,4.2,300,188,51,20,15,26,0,0,0,0,"Summer,sexy bathing suit,Bikinis Set,splitbikiniset,Swimwear,Swimsuit,Bikini,Fashion,Two Pieces,printed,Women's Fashion,Women,Beach,splits","red",30,0,40,50,3.59008258431749,"S","CN"
"1246",4.81,5,100,1,5,0,0,0,0,0,0,0,0,0,0,"Summer,Plus Size,Tie Dye,tiedyeprint,Dyes,Dress,summer dress,short sleeves,Ladies,Women's Fashion,Shorts,off shoulder dress,Sleeve,Print,women dress,Casual,casual dress","yellow",5,0,47,50,4.33333333333333,"XS","CN"
"1247",8,10,50,0,3.8,5,3,0,1,0,1,0,0,0,0,"Summer,Plus Size,sleeve dress,Sleeve,Dress,short sleeves,V-neck,Casual,Women's Fashion,Shorts,Floral dress,Floral,women dress,Women,loose dress,printed","blue",5,0,23,50,3.7906976744186,"XS","CN"
"1249",5,5,1000,1,2.98,102,33,13,10,11,35,0,0,0,0,"Deep V-Neck,Plus Size,halter dress,Halter,Summer,long dress,Dress,V-neck,beach dress,Party Dress,sleeveless,Casual,Clothes,maxide,Beach,summer dress,Women's Fashion,Cotton Dress,Sleeveless dress,Ladies,party,Cotton,Fashion,loose dress","pink",2,0,20,50,3.90494186046512,"XS","CN"
"1250",6,6,1000,1,3.98,330,160,76,44,26,24,1,1,0,0,"undersafetypant,Summer,Underwear,Panties,high waist,boxer shorts,pants,Body Shapers,Leggings,Shorts,Knickers,Boxer,Seamless,Beach,safetypant,Fashion,Lace","black",50,0,26,50,4.3515406162465,"XS","CN"
"1251",13,11,1000,0,4.14,582,313,139,66,28,36,0,0,0,0,"Summer,short sleeve dress,tunic,Sleeve,Pure Color,tunicsforwomen,short sleeves,Cotton Dress,Women's Fashion,Shorts,summer dress,fashion dresses,Dress,summer dresses,Women,short skirt,casual dress","black",50,0,36,50,4.16290093221678,"S","CN"
"1252",2.89,7,50,0,5,1,1,0,0,0,0,0,0,0,0,"Mini,womens dresses,Summer,Patchwork,Dress,Mini dress,Women's Fashion,Women S Clothing,backless,party,summer dresses,sleeveless,sexy,Casual","green",1,0,37,50,3.73333333333333,"2XS","CN"
"1253",11,10,1000,0,3.97,212,109,42,28,11,22,0,0,0,0,"Summer,Plus Size,women dresses,long dress,Evening Dress,Dress,casual dresses,beach dress,Stripes,sleeveless,summer dresses,Casual,casual dress,Shorts,tunic,Shirt,Waist,summer dress,Women's Fashion,Sleeveless dress,women dress,Women,Beach","red",50,0,21,50,3.93186003683241,"XS","CN"
"1254",5,5,1000,1,4.13,103,59,18,14,4,8,0,0,0,0,"blouse,Summer,Plus Size,Cotton,Shirt,Sleeve,Spring,Tops,slim,short sleeves,Women's Fashion,Shorts,printed,Ladies,o-neck,Fashion,Casual,T Shirts,Ladies Fashion","winered",50,0,48,50,3.88454364585924,"S","CN"
"1255",7,6,100,0,3.6,25,10,4,5,3,3,0,0,0,0,"Summer,Vest,Swimming,Halter,wrappedchest,letter print,bras for women,Tops,slingvest,Swimwear,Push up bikini,Print,Women's Fashion,Halter Bikini,sexy,Women,Beach,summer tops,Bras,Bottoming shirt","black",50,0,127,50,4.15527950310559,"S","CN"
"1256",9,8,1000,1,4.24,192,120,32,19,9,12,2,1,1,0,"sexy sleepwear dress,Summer,silk,Lace,Dress,silksleepwear,Nightgown,Women's Fashion,Fashion,sexy lace,Sleepwear,Women,sexy,pyjamaswomen,loose dress,Ice","violet",50,0,28,50,4.29848866498741,"XS","CN"
"1257",12,11,100,0,3.6,30,14,3,5,3,5,0,0,0,0,"Summer,Fashion,Necks,Sleeve,Dress,neck dress,short sleeves,Round neck,Women's Fashion,Shorts,Loose,Casual,Women","black",50,0,38,50,3.78960148550207,"M","CN"
"1258",5.75,25,1000,0,3.67,117,55,19,14,7,22,0,0,0,0,"Summer,Vest,Fashion,Floral print,camisole,Tank,Tops,Loose,Round neck,Floral,Women's Fashion,Plus Size,Print,sleeveless,Women,Casual,Necks","yellow",50,0,25,50,4.20963172804533,"S","CN"
"1259",11,16,100,1,2.92,12,2,1,6,0,3,0,0,0,0,"Summer,Women Rompers,Plus Size,women long pants,linenjumpsuit,pants,Overalls,Loose,plussizejumpsuit,Women's Fashion,strappant,Long pants,Jumpsuits & Rompers,rompers womens jumpsuit,Vintage,Women,women Jumpsuit,Casual,jumpsuit","winered",50,0,16,50,3.66666666666667,"S","US"
"1260",11,102,1000,1,4.15,674,366,161,69,35,43,0,0,0,0,"strapless,softcomfortable,tunic,Shirt,Tube top,sexy shirts,Plus size top,beach wear,Tops,loose shirt,Women's Fashion,Fashion,backless,Strapless Top,causaltop,summer tops,stretchytop,Women","black",33,0,41,50,4.19020876571847,"S","CN"
"1261",11,47,100,0,4.39,23,14,7,0,1,1,0,0,0,0,"Summer,Plus Size,long dress,Dress,Women's Fashion,Fashion,black,sleeveless,Casual,Women","army green",50,0,40,50,4.36098374322634,"4XL","CN"
"1262",7,6,100,0,3.83,18,10,2,2,1,3,0,0,0,0,"Deep V-Neck,Summer,Fashion,Cotton,pants,Jumpsuits & Rompers,V-neck,Rompers,Floral,Women's Fashion,trousers,backless,rompers womens jumpsuit,Women's Jumpsuits,sleeveless,printed,Women,women Jumpsuit,playsuit,jumpsuit","black",1,0,26,50,3.82666666666667,"2XS","CN"
"1263",1.72,2,100,1,3.77,30,15,3,5,4,3,0,0,0,0,"blouse,Summer,Plus Size,Shirt,Sleeve,Tops,Loose,short sleeves,V-neck,T Shirts,Shorts,Fashion,Ladies,Women's Fashion,Casual,Women","fluorescentgreen",10,0,48,50,3.88454364585924,"XS","CN"
"1264",2.9,3,100,1,3.89,19,9,5,1,2,2,0,0,0,0,"Summer,baggyshort,Shorts,Waist,Elastic,pants,Short pants,Simple Style,stretchshort,sandybeach,elastic waist,Fashion,Casual,Women","black",6,0,139,50,4.19018404907975,"XS","CN"
"1266",2.81,33,50,0,3.64,14,5,2,5,1,1,0,0,0,0,"blouse,Summer,Plus Size,Necks,Heart,womens shirt,Tops,short sleeves,V-neck,graphic tee,Women's Fashion,Fashion,cute,Fun,summer shirt,T Shirts","purple",1,0,43,50,4.10596705421841,"XS","CN"
"1267",2,2,100,1,4.15,34,17,8,7,1,1,0,0,0,0,"Summer,Shorts,Breathable,Spring,Men,Socks,Men's Fashion,low,pure,Invisible,Cotton","white",50,0,48,50,4.22096774193548,"2pcs","CN"
"1268",8,7,100,0,4.2,10,4,5,0,1,0,0,0,0,0,"Summer,Sling,Dresses,Dress,V-neck,Casual,Pocket,Women's Fashion,Sleeveless dress,women dress,Floral,sleeveless,Women,loose dress,Pleated,casual dress","white & green",4,0,20,50,3.93181818181818,"XS","CN"
"1269",5.86,59,1000,1,4.06,223,120,44,29,13,17,0,0,0,0,"shirtsforwomen,Summer,Plus Size,cute,Graphic Shirt,short sleeves,casual shirt,Women's Fashion,Fashion,V-neck,eye,Necks,blouse,Funny,Shorts,Cotton Shirt,Shirt,Sleeve,loose shirt,Tops,graphic tee,lip,funnyshirt,Print,Women","pink",6,0,41,50,4.07988557503841,"XS","CN"
"1270",11,26,1000,0,3.95,596,304,112,86,36,58,0,0,0,0,"Mini,Plus Size,Necks,Round Collar,Dress,summer dress,Mini dress,Round neck,Women's Fashion,Flowers,printed,women dress,Summer Fashion,sleeveless,casual dress","rosered",50,0,33,50,3.99981929887965,"2XL","CN"
"1271",2.67,67,10,0,5,0,0,0,0,0,0,0,0,0,0,"butterfly,Summer,Outdoor,isolation,Masks,Sport,Women's Fashion,Fashion,Health,Face Mask,Print,Women,Cotton,Casual,cottonmask","purple",5,0,27,50,3.69230769230769,"1 pc.","CN"
"1274",5.65,10,100,1,2.86,7,1,1,2,2,1,0,0,0,0,"Summer,Fashion,Necks,Skirts,Dress,Loose,Women's Fashion,Round neck,beach dress,sleeveless,Beach,Casual,Women","black",1,0,41,50,3.89967327625056,"2XS","CN"
"1275",8,7,100,0,4.04,139,72,31,17,8,11,0,0,0,0,"Sleeveless dress,Plus Size,pleated dress,Summer,Vintage,button,summer dress,Spaghetti Strap,Cotton Dress,Women's Fashion,Party Dress,strappy,party,vestido,women dress,ruffle,Women,Spaghetti,Dress,sleeveless,casual dress","purple",1,0,37,50,4.27799136916438,"XS","CN"
"1276",14,102,1000,0,4.18,197,104,52,26,2,13,1,0,1,0,"Summer,short sleeve dress,summerdresseswomen,Vintage,baggydresseswomen,floralprinteddres,Women's Fashion,Casual,Floral,vintagedresswomen,dressesforwomen,A line dress,Midi Dress,Dress,Women,floraldresseswomen,casualloosedres,printed","yellow",50,0,40,50,4.17372311827957,"L","CN"
"1277",11,60,1000,1,3.38,37,15,3,9,1,9,0,0,0,0,"Summer,Plus Size,Necks,long dress,Dress,summer dress,V-neck,Women's Fashion,printed,wavepoint,Women,Loose,Casual,casual dress","white",49,0,25,50,3.9601706970128,"S","CN"
"1280",9,31,1000,1,3.92,317,151,72,45,17,32,0,0,0,0,"Summer,Shorts,Shirt,Fitness,Tops,Slim Fit,short sleeves,Casual,T Shirts,Men T-shirt,print t-shirt,Sport Tops,men's casual  shirt,suzuki,Motorcycle","red",50,0,34,50,4.16598284222305,"S","CN"
"1282",8,7,100,0,4.39,23,15,4,3,0,1,0,0,0,0,"blouse,Summer,Fashion,Shirt,Sleeve,Shorts,Tops,Necks,short sleeves,Pullovers,Round neck,Women's Fashion,Plus Size,Casual,Print,Women,summer tops,T Shirts,Cotton","blue",4,0,20,50,3.89719626168224,"XS","CN"
"1283",11,84,100,0,3.65,31,12,4,8,6,1,0,0,0,0,"slim dress,summer dress,womenshortsleevedre,Sleeve,Summer,Dress,slim,short sleeves,Women's Fashion,Shorts,boho dress,slimfitdre,Fashion,Casual","black",50,0,34,50,4.03464507625683,"M","US"
"1284",15,13,50,1,4.4,10,5,4,1,0,0,0,0,0,0,"Summer,Shorts,Sleeve,Sport Suits,shortsleeveset,Short pants,summersuitset,short sleeves,Sport,summerpant,mensjoggingsuit,Suits,toppant,short sleeve shirt,Outfits,men's suits,Casual","green",2,0,36,50,3.67647058823529,"S","CN"
"1285",16,14,100,1,3.44,27,13,2,2,4,6,0,0,0,0,"mensummertshirt,Summer,Fashion,Men's Fashion,Sleeve,Fitness,Shorts,athleticset,short sleeves,Outfits,Sport,T Shirts,sportsampoutdoor,Sport Suits,Men,Suits,Short Sleeve T-Shirt,Casual,Clothes","black",50,0,35,50,3.36713286713287,"M","VE"
"1287",13,85,100,0,4.11,47,29,6,4,4,4,0,0,0,0,"Summer,Fashion,skull,skullprint,Mini,Dress,summer dress,rippeddre,V-neck,Mini dress,Women's Fashion,Sleeveless dress,printed,sleeveless,women dress,Cotton","brown",50,0,40,50,3.87816699713593,"S","CN"
"1288",20,17,100,1,3.2,60,22,7,9,5,17,0,0,0,0,"Mens T Shirt,Fashion,Men's Fashion,Sleeve,Summer,Athletics,tshirtshort,Men,summer shorts,short sleeves,Casual,Cool T-Shirts,sportsshort,Shorts,fashionbrandsuit,3D T-shirt,fashion brand,men's shorts,menssummersuit","green",50,0,36,50,3.25,"S","CN"
"1289",16,14,100,1,3.73,89,39,21,10,4,15,0,0,0,0,"Summer,Plus Size,tiedyeprint,Dress,short sleeves,Mini dress,Ladies,Women's Fashion,Fashion,Tie Dye,Dyes,Casual,Women Fashion,shortsleevesdre,Shorts,one shoulder dress,Sleeve,summer dress,Women,Print,women dress,casual dress,Ladies Fashion,loose dress","yellow",50,0,41,50,3.94679091563424,"M","CN"
"1290",1,10,100,0,3.56,52,22,8,9,3,10,0,0,0,0,"Summer,Fashion,Necks,Beach,Dress,Loose,beach dress,Round neck,Women's Fashion,sleeveless,Skirts,Casual,Women","white",2,0,40,50,3.83793694273772,"2XS","CN"
"1292",14,12,1000,0,4.26,429,262,81,46,14,26,1,0,1,0,"Bikinis Set,women beachwear,Fashion,Bikini swimwear,bandage bikini,Swimwear,Womens swimwear,Swimsuit,Tankinis,Bikini,Plus Size,high waist bikini,women bathing suit,Women,Suits,Women's Fashion,Monokini Swimsuits,Swimming","multicolor",50,0,22,50,4.223259762309,"S","CN"
"1293",6,17,6,0,5,0,0,0,0,0,0,0,0,0,0,"Summer,Fashion,cottontee,Sleeve,Tops & Tees,Leopard,short sleeves,Shorts,Round neck,T Shirts,lipsshirt,lip,Tops & T-Shirts,Casual Tops,Women's Fashion,Casual,Women Fashion,Women","white",10,0,43,50,4.0496402767338,"XS","CN"
"1294",7,6,100,0,2.75,4,1,1,0,0,2,0,0,0,0,"Summer,Fashion,Floral print,Necks,multicolorprinting,Dress,Loose,V-neck,Floral,Women's Fashion,Sleeveless dress,summer dress,Print,sleeveless,Casual","yellow",9,0,24,50,3.90853542104258,"XS","CN"
"1296",1.72,2,100,1,3.77,30,15,3,5,4,3,0,0,0,0,"blouse,Summer,Plus Size,Shirt,Sleeve,Tops,Loose,short sleeves,V-neck,T Shirts,Shorts,Fashion,Ladies,Women's Fashion,Casual,Women","fluorescentgreen",10,0,48,50,3.88454364585924,"XS","CN"
"1298",6,8,100,1,3.31,13,3,4,3,0,3,0,0,0,0,"Summer,Plus Size,Cotton T Shirt,womens shirt,summer t-shirts,short sleeves,V-neck,T Shirts,Fashion,sexy,Casual,Women,blouse,Shorts,Sleeve,Pure Color,Women's Fashion,Pullovers,Tops","lightblue",2,0,40,50,3.98378378378378,"XS","CN"
"1299",6,7,100,1,4.31,13,8,3,1,0,1,0,0,0,0,"Summer,Shorts,Cotton,Cotton T Shirt,Sleeve,womentee,short sleeves,hippietshirt,T Shirts,Fashion,women shirt,Women,women top,Women's Fashion,Casual,Women Fashion,Shirt","black",4,0,41,50,4.00154626913012,"XS","CN"
"1300",12,102,100,1,4.11,75,39,19,8,4,5,0,0,0,0,"candycolordres,Necks,Hollow-out,sundress,women casual dress,plus size dress,patchworkdres,Cotton Dress,halfsleevedres,New Fashion,casual dress","navy",50,0,40,50,4.22726098191214,"S","CN"
"1301",11,59,100,1,3.61,28,12,5,4,2,5,0,0,0,0,"tanktopdres,Summer,Plus Size,Tank,sundress,long dress,Beach,Tops,summer dress,kleid,Women's Fashion,tank top,Spaghetti Strap,beach dress,Sleeveless dress,Spaghetti,sleeveless,maxi dress,Fashion,Dress,Women","black",50,0,40,50,4.18473164928976,"M","CN"
"1302",12,17,50,0,4.17,18,9,5,3,0,1,0,0,0,0,"fanscooling,air conditioner,neckfan,usb,neckfansportable,Mini,Home & Living,Office,Necks,usbcooler,Rechargeable,Home & Kitchen,Outdoor,Home,coolingfan,neckfancooler,hangingneckfan,usbfan","white",50,0,37,50,4.38529456749955,"first  generation","CN"
"1303",11,10,1000,1,3.58,483,199,83,79,44,78,0,0,0,0,"bohemia,Mini,Strapless Dress,Dress,slim,vestido de festa,Mini dress,beach dress,Floral dress,Floral,summer dresses,Casual,Women,Tank,Necks,Dresses,Women's Fashion,Floral print,boho,backless,Print,sleeveless","navyblue",19,0,38,50,4.13246385920805,"2XS","CN"
"1304",8,7,1000,0,3.76,843,392,144,134,62,111,1,1,0,0,"bathing suit,Plus Size,bikini set,sexy swimsuit,sexy bikini,paddedfringetasselbikinibeachswimwear,Swimwear,padded,Women's Fashion,Fashion,sexy,fashiondesign,high waist,Tassels,Waist,beach wear,Swimsuit,Bikini,splitswimsuit,Women,Monokini Swimsuits,Swimming","black",50,0,37,50,4.25687325256291,"L","CN"
"1305",5,24,100,0,3.7,10,4,2,2,1,1,0,0,0,0,"Summer,Shorts,high waist,summer shorts,elasticshort,sportshort,shortpantsforwomen,gymshort,women shorts,Fashion,solid color,sexy,Women's Fashion,Casual,Waist","green",4,0,42,50,3.93948159491804,"XS","CN"
"1306",4,4,100,1,4.5,2,1,1,0,0,0,0,0,0,0,"Mini,short sleeve dress,Summer,Pleated,short sleeves,V-neck,Mini dress,beach dress,Party Dress,t-shirt dress,Casual,casual dress,Deep V-Neck,Cotton,Shorts,sleeve dress,Sleeve,Beach,Plus Size,summer dress,Women's Fashion,Cotton Dress,Dress,party,Clothes,Fashion,loose dress","pink",1,0,20,50,4.18913926856299,"XS","CN"
"1308",12,11,50,0,4.24,17,9,6,0,1,1,0,0,0,0,"Summer,croptopandshortsset,Shorts,women crop top,Funny,Tops,thevampirediarie,sexyshort,Harajuku,croptoptshirt,womensporttracksuit,T Shirts,Fashion,womens sexy tops,cotton crop top,summershortpant,Print,Cotton,Shirt","pink & black",50,0,36,50,3.83981866263695,"XS","CN"
"1310",8,7,50,0,3.88,8,5,1,0,0,2,0,0,0,0,"Mini,floralprinteddre,Plus Size,Floral print,Summer,Spaghetti,Dress,summer dress,Party Dress,beach dress,Mini dress,Print,Women's Fashion,Sleeveless dress,Sexy Dress,Floral,women dress,sexy,Fashion","yellow",1,0,25,50,3.73652694610778,"XS","CN"
"1312",8,11,100,0,3.87,91,40,24,13,3,11,0,0,0,0,"padded,bathing suit,two piece swimsuit,bikini set,Halter,Summer,Swimwear,Swimsuit,Cross,Bikini,Plus Size,Design,Fashion,Women,bandage bikini,Women's Fashion,Push up bikini,Beach,Bras,Swimming","red",43,0,25,50,4.04006229990482,"2XS","CN"
"1313",1.88,25,100,1,4.46,26,19,4,1,0,2,1,0,1,0,"Summer,Plus Size,Cotton Shirt,Sleeve,letter print,Classics,Graphic Shirt,Tops,short sleeves,vintageshirt,shirt women,graphic tee,T Shirts,Fashion,off shoulder,printed,Funny,Women's Fashion,tops for women","white",41,0,43,50,4.00728332119446,"XS","CN"
"1314",11,10,1000,0,4.32,269,169,53,25,8,14,1,0,1,0,"Summer,Vest,Plus Size,Skeleton,casual shirt,Women's Fashion,Fashion,sleeveless tops,punk style,Summer Fashion,Tank,Casual,Women Fashion,Women,Shorts,Cotton Shirt,Shirt,Tops,punk,fashion top,women tank top,Print,sleeveless,Cotton,tank top,humanskeletonprint","black",50,0,54,50,4.19455414674704,"L","CN"
"1315",9,135,100,0,3.55,33,10,10,5,4,4,0,0,0,0,"Summer,Slim Fit,Cotton T Shirt,Mens T Shirt,slim,short sleeves,V-neck,Men's Fashion,Fashion,solid color,Cotton,Casual,T Shirts,Shirt","white",50,0,39,50,4.0489939637827,"S","CN"
"1317",11,11,1000,0,2.99,228,59,38,36,32,63,0,0,0,0,"Summer,Women Rompers,Plus Size,women long pants,linenjumpsuit,pants,Overalls,Loose,plussizejumpsuit,Women's Fashion,strappant,Long pants,Jumpsuits & Rompers,rompers womens jumpsuit,Vintage,Women,women Jumpsuit,Casual,jumpsuit","winered",50,0,17,50,4.03286474164134,"S","CN"
"1318",8,11,100,0,2.81,21,5,2,4,4,6,0,0,0,0,"Summer,Women Rompers,Plus Size,women long pants,linenjumpsuit,pants,Overalls,Loose,plussizejumpsuit,Women's Fashion,strappant,Long pants,Jumpsuits & Rompers,rompers womens jumpsuit,Vintage,Women,women Jumpsuit,Casual,jumpsuit","winered",50,0,17,50,3.58064516129032,"S","CN"
"1319",5.65,6,1000,1,3.96,164,86,26,28,8,16,0,0,0,0,"Summer,Plus Size,Tank,Tops,Spaghetti Strap,tank top,floralprinted,Women's Fashion,Fashion,Design,printed,Floral,sleeveless,Spaghetti,Casual","black",17,0,23,50,4.04517020066618,"M","CN"
"1320",8,65,100,0,3.97,29,18,1,5,1,4,0,0,0,0,"runningshort,Beach Shorts,beachpant,Bottom,sailboatshort,Shorts,Sport,beach swimwear,Men's Fashion,Puma,Summer,Men Shorts,men's shorts,surfshort,Beach,Men","white",1,0,33,50,3.88284518828452,"S","CN"
"1321",2,2,10,0,4.8,5,4,1,0,0,0,0,0,0,0,"Summer,Fashion,Necks,Skirts,Dress,Loose,Women's Fashion,Round neck,beach dress,sleeveless,Beach,Casual,Women","white",2,0,35,50,3.66666666666667,"2XS","CN"
"1322",12,13,1000,0,4.25,215,136,32,23,13,11,0,0,0,0,"Summer,sleeveless,Plus Size,Waist,Shorts,Dress,Slim Fit,short dress,camouflage,Mini dress,Fashion,Women's Fashion,Sleeveless dress,t,women dress,Party Dresses,Women,slim,Bodycon Dress,Women Fashion,casual dress","pink",50,0,40,50,4.08496948792783,"S","CN"
"1323",1.66,2,100,1,3.75,20,8,5,4,0,3,0,0,0,0,"Summer,Plus Size,Floral print,Tank,Tops,Spaghetti Strap,tank top,Women's Fashion,Fashion,Flowers,Print,sleeveless,Spaghetti,Casual,Women","purple",2,0,26,50,3.94331983805668,"XS","CN"
"1324",7,6,1000,0,3.27,601,208,94,91,66,142,0,0,0,0,"Summer,Plus Size,high waist,Sleeve,Dress,Loose,short sleeves,Round neck,floralprinted,Women's Fashion,Shorts,printed,Floral,Necks,Casual,Women","white",10,0,9,50,3.96538759921227,"S","CN"
"1325",8,20,1000,0,3.12,341,106,45,62,39,89,0,0,0,0,"Summer,Plus Size,Deep V-neck Dress,Mini,Beach,Pure Color,Loose,Vacation,V-neck,Mini dress,beach dress,sleeveless,Dress,women dress,Women,Women's Fashion,Casual,casual dress","skyblue",50,0,138,50,3.95316874522779,"S","CN"
"1326",9,8,1000,1,4.03,248,127,59,26,15,21,0,0,0,0,"Summer,Fashion,Outdoor Sports,polohomme,summershortsleevetshirt,T Shirts,herrenpolotshirt,Men's Fashion,poloshirtherren,Polos,poloshirtsformen,Sweatshirts,Printed T Shirts,chemisehomme","blue",2,0,45,50,3.90650406504065,"XS","GB"
"1327",8,7,1000,1,3.69,294,128,57,44,20,45,0,0,0,0,"Summer,Beach Shorts,Colorful,menswimshort,beachpant,Men's Fashion,pants,Swimwear,sportshort,swimwear for men,Running,Shorts,menfashionshort,sandybeach,Swimming,mensshortpant,men's shorts,Sport,Beach,shortsformen,Men","white",50,0,36,50,3.76613885505481,"S","CN"
"1328",14,107,1000,1,4.38,425,299,54,31,17,24,1,0,1,0,"sleeve v-neck,Summer,slim,Sleeve,Slim Fit,short sleeves,V-neck,Shorts,rompers womens jumpsuit,bodysuitwomen,contrastcolor,zippers,sexy jumpsuit,jumpsuit","white",50,0,10,50,3.96603495860166,"M","CN"
"1329",8,13,1000,0,4.39,574,370,115,50,21,18,1,0,1,0,"Women Vest,Vest,Fashion,Summer,fashion vest,tank top,Women's Fashion,Plus Size,sleeveless tops,fitnessvest,Women Fashion,Women,Cotton,Tops,printedvest,Casual,Cotton Vest,casualvest,sleeveless,summervest,Fitness,printed","grey",50,0,52,50,4.14656882189607,"M","CN"
